user_id,status_id,created_at,screen_name,text,is_quote,is_retweet,favorite_count,retweet_count
543483724,1216772092051578883,2020-01-13T17:20:47Z,xjosiecolgan,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
1216523215532478464,1216772013701754880,2020-01-13T17:20:29Z,ChevJerome,For some reason I first thought 1917 wasn’t being nominated for Best Picture and I was about to tweet why but now I see that it is. I’ve heard such good things. I still need to see the movie! #OscarNominations https://t.co/TXKjuQKCwn,FALSE,TRUE,0,1
1100906773341499393,1216771875881332736,2020-01-13T17:19:56Z,poppourreview,"#Oscars2020 nominations have been announced. Any snubs or surprises for you? Let us know! 

For all nominees, please see the link below. 

https://t.co/ZrKrwtQ0U1

#Oscars2020 #AcademyAwards #Oscars #OscarNominations",FALSE,FALSE,0,0
1033258207,1216719128326758407,2020-01-13T13:50:20Z,Nrs_xquizite,"THE FAREWELL was SNUBBED ALL OVER THE PLACE!! NO NOMINATIONS for BEST ACTRESS (#Awkwafina), NO ORIGINAL SCREENPLAY, NO BEST PICTURE!! #TheFarewell #OscarNominations",FALSE,TRUE,0,110
1033258207,1216717725583757313,2020-01-13T13:44:45Z,Nrs_xquizite,SNUBBED for BEST DIRECTOR: TAIKA WAITITI (JoJo Rabbit) &amp; GRETA GERWIG (Little Women) / SUPRISE!! TODD PHILLIPS makes the cut for JOKER! #OscarNominations,FALSE,TRUE,0,60
1033258207,1216714147959902208,2020-01-13T13:30:32Z,Nrs_xquizite,SNUB!! NO #JamieFoxx Supporting Actor nom for #JustMercy!! #OscarNominations,FALSE,TRUE,0,9
1033258207,1216721676899176450,2020-01-13T14:00:28Z,Nrs_xquizite,NO WOMEN nominated for DIRECTOR 😢😢 #OscarNominations,FALSE,TRUE,0,65
1033258207,1216771868058947585,2020-01-13T17:19:54Z,Nrs_xquizite,Legendary Composer JOHN WILLIAMS broke his own record with his 52ND NOMINATION for #StarWars #TheRiseOfSkwalker!! He already has 5 OSCARS on his shelf! #OscarNominations,FALSE,TRUE,0,46
2335647288,1216771851638181888,2020-01-13T17:19:50Z,AgeeWon,"ACTUAL PRICE:
Barbados Aires-$37,807 off by$4,474👍🏿Stephanie said $27,000
CostaRica🚤-$27,993 over by$459👎🏻 Erik said $27,500
#ShowcaseShowdown #PriceisRightGuesses #OscarNominations #OscarNoms #OscarSnubs #Oscars2020 #OscarsSoMale #OscarSnub #Oscar #OscarNomsPrediction #OscarNom https://t.co/nS4iKsCi72",TRUE,FALSE,0,0
1213785286225715201,1216771828414181376,2020-01-13T17:19:45Z,eiamgarbage,BIG CONGRATS to #ScarlettJohansson for scoring her first 2 #OscarNominations in one fell swoop!! BEST ACTRESS for #MarriageStory &amp; BEST SUPPORTING ACTRESS for #JojoRabbit!! https://t.co/SU4UvwvasD,FALSE,TRUE,0,140
